Time,Track 0,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,Track 9,Track 10,Track 11,Track 12,Track 13,Track 14,Track 15,Track 16,Track 17,Track 18,Track 19,Track 20,Track 21,Track 22,Track 23,Track 24,Track 25,Track 26,Track 27,Track 28,Track 29,Track 30,Track 31,Track 32,Track 33,Track 34,Track 35,Track 36,Track 37,Track 38,Track 39,Track 40,Track 41,Track 42,Track 43,Track 44,Track 45,Track 46,Track 47,Track 48,Track 49,Track 50,Track 51,Track 52,Track 53,Track 54,Track 55,Track 56,Track 57,Track 58,Track 59,Track 60,Track 61,Track 62,Track 63,Track 64,Track 65,Track 66,Track 67,Track 68,Track 69,Track 70,Track 71,Track 72,Track 73,Track 74,Track 75,Track 76,Track 77,Track 78,Track 79,Track 80,Track 81,Track 82,Track 83,Track 84,Track 85,Track 86,Track 87,Track 88,Track 89,Track 90,Track 91,Track 92,Track 93,Track 94,Track 95,Track 96,Track 97,Track 98,Track 99,Track 100,Track 101,Track 102,Track 103,Track 104,Track 105,Track 106,Track 107,Track 108,Track 109,Track 110,Track 111,Track 112,Track 113,Track 114,Track 115,Track 116,Track 117,Track 118,Track 119,Track 120,Track 121,Track 122,Track 123,Track 124,Track 125,Track 126,Track 127,Track 128,Track 129,Track 130,Track 131,Track 132,Track 133,Track 134,Track 135,Track 136,Track 137,Track 138,Track 139,Track 140,Track 141,Track 142,Track 143,Track 144,Track 145,Track 146,Track 147,Track 148,Track 149,Track 150,Track 151,Track 152,Track 153,Track 154,Track 155,Track 156,Track 157,Track 158,Track 159,Track 160,Track 161,Track 162,Track 163,Track 164,Track 165,Track 166,Track 167,Track 168,Track 169,Track 170,Track 171,Track 172,Track 173,Track 174,Track 175,Track 176,Track 177,Track 178,Track 179,Track 180,Track 181,Track 182,Track 183,Track 184,Track 185,Track 186,Track 187,Track 188,Track 189,Track 190,Track 191,Track 192,Track 193,Track 194,Track 195,Track 196,Track 197,Track 198,Track 199,Track 200,Track 201,Track 202,Track 203,Track 204,Track 205,Track 206,Track 207,Track 208,Track 209,Track 210,Track 211,Track 212,Track 213,Track 214,Track 215,Track 216,Track 217,Track 218,Track 219,Track 220,Track 221,Track 222,Track 223,Track 224,Track 225,Track 226,Track 227,Track 228,Track 229,Track 230
52,-,46.874,42.489,49.095,42.929,44.29,49.965,45.342,45.498,44.642,45.598,45.447,47.971,45.955,46.023,47.234,45.865,-,-,48.585,45.9,46.172,47.901,43.92,44.854,46.828,45.178,46.669,43.802,-,-,-,45.206,46.933,47.952,43.461,44.712,47.941,47.495,-,45.203,45.216,46.605,47.777,45.031,49.374,46.668,51.292,43.192,44.94,45.964,44.822,44.196,-,-,42.927,36.015,43.294,44.889,-,-,48.084,-,-,-,43.494,45.402,46.672,46.073,-,-,-,-,-,44.917,-,-,47.415,-,-,43.694,-,-,-,-,-,42.754,46.029,44.633,-,30.474,43.055,-,-,-,48.067,43.889,43.224,43.621,45.037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,-,46.547,42.733,49.117,43.374,44.443,49.394,46.897,45.101,44.535,45.83,45.413,48.222,45.865,46.037,47.025,45.844,-,-,48.159,45.618,46.774,47.626,43.554,44.749,46.941,45.171,46.551,43.562,-,-,-,45.21,46.854,49.619,43.713,44.51,47.893,47.756,-,44.88,45.039,46.514,47.175,44.887,48.358,46.499,51.16,43.434,44.533,45.94,44.748,44.103,-,-,42.784,35.853,43.187,44.591,-,-,47.515,-,-,-,42.992,45.234,46.824,45.85,-,-,-,-,-,44.917,-,-,47.482,-,-,-,-,-,-,-,-,42.364,45.644,44.417,-,30.526,43.352,-,-,-,47.155,43.861,43.064,45.877,44.806,43.372,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,-,47.866,42.666,48.447,43.065,44.156,48.657,46.641,45.073,44.518,45.658,45.065,48.306,46.04,45.798,46.623,45.809,-,-,48.198,45.698,48.883,47.537,43.733,44.704,47.266,45.065,46.3,43.477,-,-,-,45.215,46.702,49.219,43.292,44.804,47.996,47.666,-,44.77,44.826,46.511,47.176,44.622,47.876,46.328,50.598,43.28,44.585,45.951,44.797,43.901,-,-,43.116,35.061,43.055,44.191,-,-,47.371,-,-,-,42.611,45.276,47.272,45.688,-,-,-,-,-,46.417,-,-,47.104,-,-,43.554,-,-,-,-,-,42.434,45.692,44.469,-,30.64,42.833,-,-,-,46.589,44.089,42.55,46.085,-,43.23,43.798,42.798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,-,47.801,42.648,48.168,42.818,44.415,48.041,45.972,45.14,44.368,45.935,45.354,47.856,46.005,45.59,46.622,45.896,44.024,-,47.945,45.433,50.841,47.609,43.64,44.808,47.155,45.052,46.214,43.318,-,-,-,45.307,46.834,48.57,43.355,49.332,48.135,47.587,-,44.435,44.79,46.41,46.717,44.748,47.236,46.096,50.204,43.603,44.469,45.778,45.235,43.981,-,-,42.888,34.124,43.072,44.116,-,-,46.773,-,-,-,42.371,-,47.562,45.514,-,-,-,-,-,47.509,-,-,47.179,-,-,43.618,-,-,-,-,-,-,45.427,44.159,-,30.55,42.607,-,-,-,45.984,43.933,-,45.618,-,-,43.78,43.411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
56,-,46.936,42.623,47.648,42.676,44.393,48.66,45.84,44.746,44.267,45.85,45.196,47.642,45.883,45.555,46.3,45.921,43.989,-,48.056,45.479,51.713,47.327,43.463,-,47.135,45.027,46.011,43.262,-,-,-,45.668,46.466,48.023,43.344,50.047,48.029,46.993,-,44.383,44.535,46.389,46.438,44.64,46.905,46.055,49.78,43.984,44.501,45.919,47.238,43.833,-,-,42.748,33.469,43.174,43.738,-,-,46.398,-,-,-,42.514,45.16,47.474,46.107,-,-,-,-,-,47.21,-,-,47.064,-,-,-,-,-,-,-,-,-,45.435,43.967,-,30.501,42.633,-,-,-,45.846,43.678,-,45.204,-,43.39,43.642,46.334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
57,-,46.563,42.622,47.364,42.782,44.199,48.733,45.678,44.688,44.284,46.0,45.162,47.693,45.925,45.577,46.291,45.704,-,-,47.891,45.37,51.055,47.331,43.439,44.427,46.969,44.869,46.923,43.374,-,-,-,45.654,46.854,47.431,43.402,49.736,47.768,46.797,-,43.984,44.68,46.347,46.37,44.586,46.686,45.96,49.551,43.985,44.521,45.733,51.964,43.85,-,-,42.829,32.814,43.005,43.623,-,-,45.968,-,-,-,42.131,45.403,47.515,45.658,-,-,-,-,-,46.449,-,-,47.075,-,-,43.485,-,-,-,-,-,-,45.688,43.801,-,30.294,42.641,-,-,-,45.634,43.665,-,44.76,-,43.311,43.266,46.326,-,43.324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,-,46.299,42.849,47.247,42.653,44.644,47.748,46.274,44.657,44.318,45.993,45.077,47.593,45.952,45.421,45.888,45.754,-,-,47.953,45.427,50.446,47.287,43.27,44.547,46.865,44.916,50.088,43.312,-,-,-,45.331,47.3,46.972,43.945,49.096,48.08,46.684,-,44.267,44.704,46.298,46.071,44.423,46.363,45.761,49.445,43.633,44.474,45.84,52.109,43.778,-,-,42.745,32.192,42.862,43.469,-,-,46.041,-,-,-,41.856,44.955,47.081,45.798,-,-,-,-,-,45.973,-,-,46.935,-,-,43.598,-,-,-,-,-,-,45.493,43.861,-,30.256,42.284,-,-,-,45.232,43.379,-,44.347,-,-,-,45.271,-,44.204,-,45.104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,-,46.983,42.554,47.501,42.372,44.36,47.097,46.681,44.551,44.234,46.688,44.981,46.856,45.893,45.251,46.176,45.498,-,-,48.25,45.461,50.036,47.051,43.159,44.498,47.031,44.964,49.061,43.503,-,-,-,45.212,47.146,46.722,43.924,48.351,47.81,46.925,-,44.519,44.634,46.2,47.279,44.347,46.104,45.805,49.172,43.539,44.332,45.603,51.648,43.824,-,-,42.539,32.0,43.128,43.235,-,-,46.899,-,-,-,41.792,44.989,46.822,45.698,-,-,-,-,-,45.684,-,-,46.929,-,-,-,-,-,-,-,-,-,45.395,43.745,-,30.235,42.175,-,-,-,45.298,42.911,-,44.362,-,-,-,44.904,-,43.824,-,45.519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,-,46.964,42.523,48.352,42.45,45.887,46.587,46.282,44.45,44.411,46.605,45.017,46.794,45.729,45.22,45.977,45.513,-,-,48.268,45.324,49.7,46.921,-,44.644,46.944,44.773,48.259,43.348,-,-,-,45.14,46.988,46.306,43.987,47.626,47.658,47.103,-,44.378,44.601,46.398,48.547,44.279,45.66,45.83,48.724,43.502,44.411,45.885,50.944,43.797,-,-,42.569,31.433,43.883,43.207,-,-,47.017,-,-,-,42.299,45.158,46.495,45.704,-,-,-,-,-,45.405,-,-,46.828,-,-,43.426,-,-,-,-,-,-,45.64,43.542,-,30.252,42.04,-,-,-,45.999,42.67,-,44.457,44.534,43.296,-,44.59,-,43.258,-,45.374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,-,46.833,42.429,49.048,42.304,51.113,46.426,46.105,44.467,44.21,47.507,44.925,46.845,45.633,45.227,46.069,45.332,44.0,-,48.316,45.296,48.989,47.068,42.905,-,47.039,44.797,47.81,43.107,-,-,-,44.929,46.629,46.151,43.75,47.023,47.593,46.804,-,44.198,44.398,46.29,48.028,44.17,45.649,45.65,48.435,43.331,44.391,45.929,50.235,43.752,-,-,42.652,31.088,43.846,43.474,-,-,46.761,-,-,-,43.722,44.983,46.247,45.801,-,-,-,-,-,45.781,-,-,46.985,-,-,43.478,-,-,-,-,-,-,45.88,43.561,-,29.988,41.891,-,-,-,48.296,-,-,44.383,44.622,43.262,-,44.543,-,42.973,46.773,45.111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62,-,46.824,42.425,48.888,42.076,50.346,46.117,45.689,44.371,44.3,47.529,44.955,46.204,45.648,45.235,45.849,45.438,45.73,-,48.02,45.311,48.389,46.965,42.836,-,46.696,44.84,47.214,43.138,-,-,-,44.892,46.709,45.891,43.769,46.718,47.578,46.641,-,43.94,44.427,46.1,47.426,44.36,45.339,45.782,48.234,43.342,44.28,46.013,49.375,43.689,-,-,42.713,-,43.642,43.61,-,-,46.224,-,-,-,44.49,44.909,46.897,45.507,-,-,-,-,-,45.506,-,-,46.877,-,-,-,-,-,-,-,-,-,45.862,43.359,-,43.599,41.935,-,-,-,48.693,-,-,44.195,44.53,43.127,-,44.377,-,42.935,47.733,44.486,46.011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,-,46.94,42.368,49.061,42.176,49.514,45.793,45.299,44.385,44.115,-,44.884,46.513,45.652,45.188,46.211,45.282,45.566,-,47.76,45.312,47.924,46.641,43.001,-,46.82,44.904,46.927,43.204,-,-,-,44.889,46.518,45.567,43.486,46.291,47.386,46.374,-,44.025,44.449,46.469,47.148,44.15,45.244,45.593,48.167,43.355,44.155,46.06,48.674,44.045,-,-,42.579,30.481,43.713,43.705,-,-,45.625,-,-,-,43.498,44.939,48.881,45.793,-,-,-,-,-,45.429,-,-,46.9,-,-,43.35,-,-,-,-,-,-,45.526,43.334,-,43.419,41.895,-,-,-,47.973,-,-,43.943,44.481,42.988,-,43.798,-,42.422,49.558,44.445,46.574,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,-,46.338,42.419,49.061,41.869,48.323,45.845,45.126,44.531,44.256,47.26,44.881,46.239,45.772,45.158,47.73,45.238,45.146,-,47.607,45.347,47.623,47.027,42.949,-,46.768,44.725,46.625,43.061,-,-,-,44.806,46.641,45.59,43.853,45.995,47.617,46.194,-,43.991,44.47,47.487,46.792,44.085,44.963,45.696,47.968,43.089,44.231,45.802,47.995,44.477,-,-,42.575,30.399,44.13,43.641,-,-,45.606,-,-,-,42.828,45.083,49.065,45.721,-,-,-,-,-,45.055,-,-,47.128,-,-,43.541,-,-,-,-,-,-,45.363,43.268,-,43.542,42.322,-,-,-,47.673,-,-,43.87,44.526,-,-,43.696,-,-,50.442,44.302,46.148,45.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,-,45.762,42.49,48.889,41.68,47.551,45.312,44.992,44.215,44.064,46.845,44.788,46.415,45.861,45.151,48.274,45.188,44.84,-,48.286,45.051,47.322,46.884,42.947,-,46.901,44.704,46.405,43.258,-,-,-,44.672,46.457,45.443,43.734,45.74,47.554,46.399,-,43.975,47.112,47.721,46.286,44.263,44.924,45.622,47.67,43.178,44.244,45.887,47.626,44.382,-,-,42.502,44.198,43.788,43.356,-,-,45.633,-,-,-,42.501,45.023,48.51,45.669,-,-,-,-,-,44.919,-,-,46.953,-,-,43.248,-,-,-,-,-,-,45.338,43.311,-,43.243,42.25,-,-,-,46.74,-,-,43.798,44.511,43.103,-,43.64,-,-,49.698,44.28,45.773,46.808,44.403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,-,45.362,42.271,49.059,41.589,47.091,45.222,44.948,44.352,44.228,46.164,44.558,46.757,45.459,45.212,48.003,45.288,44.585,-,48.342,45.178,47.119,46.821,42.862,-,46.983,44.805,46.196,43.218,-,-,-,44.66,46.486,45.59,43.629,45.772,47.446,46.27,-,43.721,46.854,49.684,46.158,44.076,45.021,45.721,47.515,43.081,44.308,45.987,47.191,44.944,-,-,42.78,-,44.575,43.266,-,-,45.288,-,-,-,42.224,44.939,48.045,45.921,-,-,-,-,-,44.65,-,-,46.821,-,-,-,-,-,-,-,-,-,45.383,43.559,-,43.393,42.821,-,-,-,46.176,-,-,43.758,44.543,43.007,-,44.047,-,-,49.218,44.234,45.447,46.617,44.626,46.657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,-,45.668,42.399,49.032,41.673,46.746,45.238,44.937,44.477,44.267,45.769,44.729,46.216,45.721,45.16,47.721,45.431,44.628,-,48.777,45.296,47.079,46.721,42.857,-,47.166,45.011,46.004,43.375,-,-,-,44.653,46.344,45.462,43.684,45.553,47.509,46.151,-,43.652,46.657,50.131,45.86,44.291,45.036,45.866,47.458,43.101,44.3,45.861,47.226,48.398,-,-,43.992,-,45.422,43.323,-,-,44.756,-,-,-,41.858,45.167,47.593,45.83,-,-,-,-,-,44.653,-,-,46.805,-,-,43.469,-,-,-,-,-,-,45.315,43.347,-,43.212,42.923,-,-,-,46.003,-,-,43.526,44.701,43.182,-,45.874,-,-,48.521,30.216,45.36,-,44.688,46.393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,-,46.17,42.451,49.015,41.566,46.312,45.717,44.73,44.433,44.294,45.993,44.793,46.332,45.794,45.754,47.534,45.231,44.454,-,49.166,45.563,46.738,47.371,-,-,46.955,45.071,45.838,43.31,-,-,-,44.897,46.398,45.551,43.704,45.475,47.461,46.112,-,43.553,46.158,52.052,45.65,44.248,45.049,45.921,47.541,43.232,44.547,46.087,46.976,52.478,-,-,45.519,-,48.861,43.455,-,-,44.7,-,-,-,41.726,45.166,47.294,45.995,-,-,-,-,-,44.435,-,-,46.842,-,-,43.84,-,-,-,-,-,-,45.438,43.423,-,43.252,43.252,-,-,-,45.797,-,-,43.545,44.76,43.17,-,45.818,-,42.413,47.891,30.091,45.14,-,-,46.295,30.179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,-,46.822,42.824,49.648,41.706,46.134,46.091,44.83,44.829,44.57,46.044,45.501,46.542,46.151,45.992,48.282,45.738,44.716,-,49.784,45.794,47.109,49.75,-,-,47.399,45.32,46.266,43.593,-,-,-,45.123,46.758,45.814,43.995,45.862,47.789,46.35,-,43.9,46.256,53.32,45.862,44.66,46.023,46.26,47.801,43.541,45.291,46.433,46.98,51.545,-,-,51.833,-,56.888,43.682,-,-,44.98,-,-,-,42.009,45.407,47.363,46.307,-,-,-,-,-,44.768,-,-,47.131,-,-,45.467,-,-,-,-,-,-,45.442,43.762,-,43.742,43.587,-,-,-,46.033,-,-,43.686,45.219,43.53,-,45.7,-,43.019,47.611,30.453,45.346,-,-,46.69,30.545,29.67,29.263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,-,48.043,43.115,51.876,41.566,46.453,46.085,45.191,45.051,44.868,46.235,45.673,46.431,46.27,46.023,49.287,46.107,45.087,-,50.447,46.148,47.196,52.027,-,-,47.78,45.534,46.112,43.873,-,-,-,45.367,47.083,46.047,43.945,45.87,47.931,46.207,-,43.995,46.143,52.298,46.109,44.772,46.23,46.306,48.167,43.866,45.405,46.629,47.355,50.224,-,-,51.143,-,57.056,44.327,-,-,45.194,-,-,-,41.971,45.704,47.487,46.694,-,-,-,-,-,45.081,-,-,47.29,-,-,45.551,-,-,-,-,-,-,45.9,43.883,-,44.174,43.8,-,-,-,46.431,-,-,43.786,45.258,43.876,-,45.487,-,44.644,47.226,-,45.497,-,-,46.494,-,29.648,29.446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
71,-,47.136,42.905,54.279,41.789,45.87,46.095,45.004,44.702,-,46.167,45.649,46.171,46.307,45.854,48.814,46.215,45.391,-,52.377,45.96,46.956,52.367,-,-,47.69,45.702,45.988,43.979,-,-,-,45.288,46.883,46.092,43.977,45.979,47.794,46.168,-,43.92,45.965,50.678,46.073,44.777,45.957,46.219,47.81,43.877,45.071,46.797,47.056,49.019,-,-,49.527,-,55.176,44.055,-,-,44.852,-,-,-,41.784,45.59,47.139,46.503,-,-,-,-,-,45.258,-,-,47.326,-,-,45.226,-,-,-,-,-,-,45.729,43.888,-,43.892,43.421,-,-,-,46.212,-,-,43.71,45.23,43.721,-,45.142,-,44.61,46.94,-,45.449,-,-,46.159,-,29.734,29.438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72,-,46.586,43.049,54.405,41.853,45.689,45.913,45.012,44.968,-,46.031,45.589,46.358,46.397,45.83,48.594,45.88,45.25,-,55.435,46.164,46.956,51.973,-,-,47.848,45.725,46.219,44.101,-,-,-,45.356,47.935,46.084,44.119,45.81,47.953,46.111,-,43.9,46.142,49.808,45.872,44.856,46.375,46.263,48.016,44.059,45.212,46.657,47.379,48.284,-,-,48.888,-,53.605,44.3,-,-,44.895,-,-,-,41.845,45.813,47.107,46.68,-,-,-,-,-,45.035,-,-,47.676,-,-,45.206,-,-,-,-,-,-,46.032,44.005,-,43.889,43.585,-,-,-,46.617,-,-,43.908,45.298,43.83,-,45.079,-,44.328,46.637,-,45.582,-,-,46.183,-,29.741,30.256,30.546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
